Facility Name,Facility ID,State,Measure Name,Excess Readmission Ratio,Observed Readmission Rate,Expected Readmission Rate,Excess Readmissions Threshold
CITIZENS MEMORIAL HOSPITAL,260195,MO,READM-30-AMI-HRRP,1.0268,11.8466,11.538,Above Threshold
SSM ST JOSEPH HOSPITAL WEST,260200,MO,READM-30-PN-HRRP,1.0023,17.2694,17.2303,Above Threshold
SSM ST JOSEPH HOSPITAL WEST,260200,MO,READM-30-HF-HRRP,1.0328,21.8087,21.1162,Above Threshold
SSM ST JOSEPH HOSPITAL WEST,260200,MO,READM-30-COPD-HRRP,1.0506,22.9889,21.8809,Above Threshold
SSM ST JOSEPH HOSPITAL WEST,260200,MO,READM-30-AMI-HRRP,1.0129,14.0548,13.8756,Above Threshold
BELTON REGIONAL MEDICAL CENTER,260214,MO,READM-30-PN-HRRP,1.0617,17.6407,16.6148,Above Threshold
BELTON REGIONAL MEDICAL CENTER,260214,MO,READM-30-HIP-KNEE-HRRP,1.4671,6.379,4.3479,Above Threshold
BELTON REGIONAL MEDICAL CENTER,260214,MO,READM-30-HF-HRRP,1.0105,21.4403,21.218,Above Threshold
BELTON REGIONAL MEDICAL CENTER,260214,MO,READM-30-COPD-HRRP,1.0662,19.8535,18.62,Above Threshold
SAINT LUKE'S EAST  HOSPITAL,260216,MO,READM-30-PN-HRRP,0.9727,15.9637,16.4113,Below Threshold
SAINT LUKE'S EAST  HOSPITAL,260216,MO,READM-30-HIP-KNEE-HRRP,1.0986,4.8665,4.4296,Above Threshold
SAINT LUKE'S EAST  HOSPITAL,260216,MO,READM-30-HF-HRRP,0.9841,19.9794,20.3013,Below Threshold
SAINT LUKE'S EAST  HOSPITAL,260216,MO,READM-30-COPD-HRRP,1.0218,18.3431,17.9516,Above Threshold
SAINT LUKE'S EAST  HOSPITAL,260216,MO,READM-30-AMI-HRRP,1.1351,14.9029,13.1289,Above Threshold
PROGRESS WEST HOSPITAL,260219,MO,READM-30-PN-HRRP,0.9198,14.6789,15.9591,Below Threshold
PROGRESS WEST HOSPITAL,260219,MO,READM-30-HIP-KNEE-HRRP,0.8735,3.5159,4.025,Below Threshold
PROGRESS WEST HOSPITAL,260219,MO,READM-30-HF-HRRP,0.957,18.9102,19.7592,Below Threshold
PROGRESS WEST HOSPITAL,260219,MO,READM-30-COPD-HRRP,0.968,19.9574,20.6164,Below Threshold
PROGRESS WEST HOSPITAL,260219,MO,READM-30-AMI-HRRP,0.9592,9.4152,9.816,Below Threshold
ST PETERS HEALTH,270003,MT,READM-30-PN-HRRP,0.9924,14.8086,14.9225,Below Threshold
ST PETERS HEALTH,270003,MT,READM-30-HIP-KNEE-HRRP,1.0967,5.2087,4.7495,Above Threshold
ST PETERS HEALTH,270003,MT,READM-30-HF-HRRP,0.9424,17.3984,18.4618,Below Threshold
ST PETERS HEALTH,270003,MT,READM-30-COPD-HRRP,1.0153,16.5438,16.2946,Above Threshold
ST PETERS HEALTH,270003,MT,READM-30-AMI-HRRP,0.9869,11.2986,11.4491,Below Threshold
BILLINGS CLINIC,270004,MT,READM-30-PN-HRRP,0.8787,14.7113,16.7422,Below Threshold
BILLINGS CLINIC,270004,MT,READM-30-HIP-KNEE-HRRP,0.8653,4.9912,5.7682,Below Threshold
BILLINGS CLINIC,270004,MT,READM-30-HF-HRRP,0.8584,16.8897,19.6752,Below Threshold
BILLINGS CLINIC,270004,MT,READM-30-COPD-HRRP,0.9375,18.3412,19.5646,Below Threshold
BILLINGS CLINIC,270004,MT,READM-30-CABG-HRRP,0.9136,9.0146,9.8675,Below Threshold
BILLINGS CLINIC,270004,MT,READM-30-AMI-HRRP,0.8234,9.4389,11.4639,Below Threshold
BENEFIS HOSPITALS INC,270012,MT,READM-30-PN-HRRP,0.8956,14.6228,16.327,Below Threshold
BENEFIS HOSPITALS INC,270012,MT,READM-30-HIP-KNEE-HRRP,0.901,3.8963,4.3244,Below Threshold
BENEFIS HOSPITALS INC,270012,MT,READM-30-HF-HRRP,0.9338,18.1881,19.477,Below Threshold
BENEFIS HOSPITALS INC,270012,MT,READM-30-COPD-HRRP,0.9685,17.9604,18.5437,Below Threshold
BENEFIS HOSPITALS INC,270012,MT,READM-30-CABG-HRRP,1.0833,11.3147,10.4444,Above Threshold
BENEFIS HOSPITALS INC,270012,MT,READM-30-AMI-HRRP,0.9117,10.4915,11.5073,Below Threshold
ST. PATRICK HOSPITAL,270014,MT,READM-30-PN-HRRP,0.9328,13.3859,14.3495,Below Threshold
ST. PATRICK HOSPITAL,270014,MT,READM-30-HIP-KNEE-HRRP,0.9383,3.2977,3.5144,Below Threshold
ST. PATRICK HOSPITAL,270014,MT,READM-30-HF-HRRP,0.8423,15.3826,18.2636,Below Threshold
ST. PATRICK HOSPITAL,270014,MT,READM-30-COPD-HRRP,0.8989,14.6105,16.2533,Below Threshold
ST. PATRICK HOSPITAL,270014,MT,READM-30-CABG-HRRP,1.02,9.3685,9.1849,Above Threshold
ST. PATRICK HOSPITAL,270014,MT,READM-30-AMI-HRRP,1.0316,11.4832,11.1316,Above Threshold
ST JAMES HEALTHCARE,270017,MT,READM-30-PN-HRRP,0.9655,15.4187,15.9694,Below Threshold
ST JAMES HEALTHCARE,270017,MT,READM-30-HIP-KNEE-HRRP,1.3381,5.4667,4.0853,Above Threshold
ST JAMES HEALTHCARE,270017,MT,READM-30-HF-HRRP,0.9427,16.8778,17.9033,Below Threshold
ST JAMES HEALTHCARE,270017,MT,READM-30-AMI-HRRP,1.0803,11.4827,10.6294,Above Threshold
COMMUNITY MEDICAL CENTER,270023,MT,READM-30-PN-HRRP,1.0163,14.7247,14.4892,Above Threshold
COMMUNITY MEDICAL CENTER,270023,MT,READM-30-HIP-KNEE-HRRP,0.9726,3.7229,3.8276,Below Threshold
COMMUNITY MEDICAL CENTER,270023,MT,READM-30-HF-HRRP,1.0069,20.4452,20.3049,Above Threshold
COMMUNITY MEDICAL CENTER,270023,MT,READM-30-COPD-HRRP,0.988,17.038,17.2453,Below Threshold
COMMUNITY MEDICAL CENTER,270023,MT,READM-30-AMI-HRRP,0.9424,9.7412,10.3367,Below Threshold
NORTHERN MONTANA HOSPITAL,270032,MT,READM-30-PN-HRRP,0.9194,14.031,15.2604,Below Threshold
NORTHERN MONTANA HOSPITAL,270032,MT,READM-30-HF-HRRP,0.9673,19.3611,20.0159,Below Threshold
NORTHERN MONTANA HOSPITAL,270032,MT,READM-30-COPD-HRRP,0.9662,14.6548,15.1678,Below Threshold
ST VINCENT HEALTHCARE,270049,MT,READM-30-PN-HRRP,0.9002,14.7392,16.3734,Below Threshold
ST VINCENT HEALTHCARE,270049,MT,READM-30-HIP-KNEE-HRRP,0.7636,3.6399,4.7665,Below Threshold
ST VINCENT HEALTHCARE,270049,MT,READM-30-HF-HRRP,0.901,17.6118,19.5465,Below Threshold
ST VINCENT HEALTHCARE,270049,MT,READM-30-COPD-HRRP,0.9829,18.298,18.6166,Below Threshold
ST VINCENT HEALTHCARE,270049,MT,READM-30-CABG-HRRP,1.0109,10.9118,10.7945,Above Threshold
ST VINCENT HEALTHCARE,270049,MT,READM-30-AMI-HRRP,0.9533,10.2089,10.709,Below Threshold
LOGAN HEALTH MEDICAL CENTER,270051,MT,READM-30-PN-HRRP,0.941,14.6668,15.5862,Below Threshold
LOGAN HEALTH MEDICAL CENTER,270051,MT,READM-30-HIP-KNEE-HRRP,1.0323,4.4213,4.2832,Above Threshold
LOGAN HEALTH MEDICAL CENTER,270051,MT,READM-30-HF-HRRP,0.9881,19.3622,19.5962,Below Threshold
LOGAN HEALTH MEDICAL CENTER,270051,MT,READM-30-COPD-HRRP,0.9553,17.1797,17.9837,Below Threshold
LOGAN HEALTH MEDICAL CENTER,270051,MT,READM-30-CABG-HRRP,0.8832,8.2421,9.3319,Below Threshold
LOGAN HEALTH MEDICAL CENTER,270051,MT,READM-30-AMI-HRRP,0.9576,9.9577,10.3988,Below Threshold
BOZEMAN HEALTH DEACONESS HOSPITAL,270057,MT,READM-30-PN-HRRP,0.9173,13.2458,14.4407,Below Threshold
BOZEMAN HEALTH DEACONESS HOSPITAL,270057,MT,READM-30-HIP-KNEE-HRRP,0.9135,4.1221,4.5122,Below Threshold
BOZEMAN HEALTH DEACONESS HOSPITAL,270057,MT,READM-30-HF-HRRP,0.973,17.2233,17.702,Below Threshold
BOZEMAN HEALTH DEACONESS HOSPITAL,270057,MT,READM-30-COPD-HRRP,1.087,19.7793,18.1968,Above Threshold
BOZEMAN HEALTH DEACONESS HOSPITAL,270057,MT,READM-30-AMI-HRRP,0.9455,9.3428,9.8815,Below Threshold
GREAT FALLS CLINIC HOSPITAL,270086,MT,READM-30-PN-HRRP,0.9401,13.6542,14.5244,Below Threshold
GREAT FALLS CLINIC HOSPITAL,270086,MT,READM-30-HIP-KNEE-HRRP,0.7927,3.4565,4.3601,Below Threshold
GREAT FALLS CLINIC HOSPITAL,270086,MT,READM-30-HF-HRRP,0.944,16.3555,17.3253,Below Threshold
GREAT FALLS CLINIC HOSPITAL,270086,MT,READM-30-AMI-HRRP,1.002,11.484,11.4607,Above Threshold
BRYAN MEDICAL CENTER,280003,NE,READM-30-PN-HRRP,0.8814,14.0819,15.9775,Below Threshold
BRYAN MEDICAL CENTER,280003,NE,READM-30-HIP-KNEE-HRRP,1.0031,5.6652,5.6474,Above Threshold
BRYAN MEDICAL CENTER,280003,NE,READM-30-HF-HRRP,0.8131,14.6119,17.9697,Below Threshold
BRYAN MEDICAL CENTER,280003,NE,READM-30-COPD-HRRP,1.0114,17.5768,17.3784,Above Threshold
BRYAN MEDICAL CENTER,280003,NE,READM-30-CABG-HRRP,0.8256,8.2887,10.0402,Below Threshold
BRYAN MEDICAL CENTER,280003,NE,READM-30-AMI-HRRP,0.8921,9.8739,11.0678,Below Threshold
CHI HEALTH GOOD SAMARITAN,280009,NE,READM-30-PN-HRRP,0.9195,14.6954,15.9813,Below Threshold
CHI HEALTH GOOD SAMARITAN,280009,NE,READM-30-HIP-KNEE-HRRP,0.8153,3.9334,4.8247,Below Threshold
CHI HEALTH GOOD SAMARITAN,280009,NE,READM-30-HF-HRRP,1.0001,19.3709,19.3689,Above Threshold
CHI HEALTH GOOD SAMARITAN,280009,NE,READM-30-COPD-HRRP,0.9368,16.0446,17.1271,Below Threshold
CHI HEALTH GOOD SAMARITAN,280009,NE,READM-30-CABG-HRRP,0.9878,12.7132,12.8708,Below Threshold
CHI HEALTH GOOD SAMARITAN,280009,NE,READM-30-AMI-HRRP,0.9099,12.4335,13.6639,Below Threshold
THE NEBRASKA MEDICAL CENTER,280013,NE,READM-30-PN-HRRP,1.0161,17.7442,17.4626,Above Threshold
THE NEBRASKA MEDICAL CENTER,280013,NE,READM-30-HIP-KNEE-HRRP,1.0902,4.3446,3.9851,Above Threshold
THE NEBRASKA MEDICAL CENTER,280013,NE,READM-30-HF-HRRP,1.0066,20.8754,20.7382,Above Threshold
THE NEBRASKA MEDICAL CENTER,280013,NE,READM-30-COPD-HRRP,0.9781,20.6326,21.0937,Below Threshold
THE NEBRASKA MEDICAL CENTER,280013,NE,READM-30-CABG-HRRP,1.0556,11.2107,10.6203,Above Threshold
THE NEBRASKA MEDICAL CENTER,280013,NE,READM-30-AMI-HRRP,0.9303,12.7296,13.6832,Below Threshold
CHI HEALTH ST. ELIZABETH,280020,NE,READM-30-PN-HRRP,0.9996,16.6876,16.6944,Below Threshold
CHI HEALTH ST. ELIZABETH,280020,NE,READM-30-HIP-KNEE-HRRP,1.0128,5.4367,5.3683,Above Threshold
CHI HEALTH ST. ELIZABETH,280020,NE,READM-30-HF-HRRP,0.9781,19.104,19.5317,Below Threshold
CHI HEALTH ST. ELIZABETH,280020,NE,READM-30-COPD-HRRP,0.9738,19.5566,20.0823,Below Threshold
CHI HEALTH ST. FRANCIS,280023,NE,READM-30-PN-HRRP,0.945,14.8577,15.7222,Below Threshold
CHI HEALTH ST. FRANCIS,280023,NE,READM-30-HIP-KNEE-HRRP,0.9842,5.1533,5.236,Below Threshold
CHI HEALTH ST. FRANCIS,280023,NE,READM-30-HF-HRRP,0.9853,19.0044,19.2872,Below Threshold
CHI HEALTH ST. FRANCIS,280023,NE,READM-30-COPD-HRRP,0.9184,18.8094,20.4801,Below Threshold
CHI HEALTH ST. FRANCIS,280023,NE,READM-30-AMI-HRRP,0.9118,9.8958,10.8526,Below Threshold
MARY LANNING HEALTHCARE,280032,NE,READM-30-PN-HRRP,0.9006,14.9624,16.6131,Below Threshold
MARY LANNING HEALTHCARE,280032,NE,READM-30-HIP-KNEE-HRRP,0.9671,4.3943,4.544,Below Threshold
MARY LANNING HEALTHCARE,280032,NE,READM-30-HF-HRRP,0.9983,18.5696,18.6015,Below Threshold
MARY LANNING HEALTHCARE,280032,NE,READM-30-COPD-HRRP,0.9656,17.1511,17.763,Below Threshold
MARY LANNING HEALTHCARE,280032,NE,READM-30-AMI-HRRP,0.9892,11.733,11.8614,Below Threshold
THE NEBRASKA METHODIST HOSPITAL,280040,NE,READM-30-PN-HRRP,0.9057,14.5818,16.0997,Below Threshold
THE NEBRASKA METHODIST HOSPITAL,280040,NE,READM-30-HIP-KNEE-HRRP,0.8243,3.7556,4.556,Below Threshold
THE NEBRASKA METHODIST HOSPITAL,280040,NE,READM-30-HF-HRRP,0.9936,18.8202,18.9421,Below Threshold
THE NEBRASKA METHODIST HOSPITAL,280040,NE,READM-30-COPD-HRRP,0.9598,17.8812,18.6299,Below Threshold
THE NEBRASKA METHODIST HOSPITAL,280040,NE,READM-30-CABG-HRRP,0.9124,9.6927,10.6236,Below Threshold
THE NEBRASKA METHODIST HOSPITAL,280040,NE,READM-30-AMI-HRRP,0.9736,11.0088,11.3075,Below Threshold
CHI HEALTH BERGAN MERCY,280060,NE,READM-30-PN-HRRP,0.8877,15.7302,17.7205,Below Threshold
CHI HEALTH BERGAN MERCY,280060,NE,READM-30-HF-HRRP,0.9746,20.1506,20.6767,Below Threshold
CHI HEALTH BERGAN MERCY,280060,NE,READM-30-COPD-HRRP,0.9438,19.5376,20.7003,Below Threshold
CHI HEALTH BERGAN MERCY,280060,NE,READM-30-CABG-HRRP,0.9669,12.0033,12.4148,Below Threshold
CHI HEALTH BERGAN MERCY,280060,NE,READM-30-AMI-HRRP,0.9786,13.662,13.961,Below Threshold
REGIONAL WEST MEDICAL CENTER,280061,NE,READM-30-PN-HRRP,1.0695,17.2746,16.1517,Above Threshold
REGIONAL WEST MEDICAL CENTER,280061,NE,READM-30-HIP-KNEE-HRRP,1.098,5.3901,4.9089,Above Threshold
REGIONAL WEST MEDICAL CENTER,280061,NE,READM-30-HF-HRRP,0.985,17.9517,18.2249,Below Threshold
REGIONAL WEST MEDICAL CENTER,280061,NE,READM-30-COPD-HRRP,0.9659,17.3185,17.93,Below Threshold
GREAT PLAINS HEALTH,280065,NE,READM-30-PN-HRRP,1.0093,16.6821,16.5281,Above Threshold
GREAT PLAINS HEALTH,280065,NE,READM-30-HIP-KNEE-HRRP,0.9782,4.374,4.4715,Below Threshold
GREAT PLAINS HEALTH,280065,NE,READM-30-HF-HRRP,0.9973,20.7098,20.7665,Below Threshold
GREAT PLAINS HEALTH,280065,NE,READM-30-COPD-HRRP,1.0705,20.8982,19.5225,Above Threshold
GREAT PLAINS HEALTH,280065,NE,READM-30-AMI-HRRP,0.9118,12.147,13.3224,Below Threshold
METHODIST FREMONT HEALTH,280077,NE,READM-30-PN-HRRP,1.0378,16.3421,15.7469,Above Threshold
METHODIST FREMONT HEALTH,280077,NE,READM-30-HIP-KNEE-HRRP,0.8814,4.8211,5.4696,Below Threshold
METHODIST FREMONT HEALTH,280077,NE,READM-30-HF-HRRP,0.9808,17.3461,17.6862,Below Threshold
METHODIST FREMONT HEALTH,280077,NE,READM-30-COPD-HRRP,0.9945,18.1692,18.2697,Below Threshold
METHODIST FREMONT HEALTH,280077,NE,READM-30-AMI-HRRP,1.0118,11.8812,11.7429,Above Threshold
CHI HEALTH IMMANUEL,280081,NE,READM-30-PN-HRRP,1.0742,16.6441,15.4941,Above Threshold
CHI HEALTH IMMANUEL,280081,NE,READM-30-HF-HRRP,0.9674,19.1325,19.7781,Below Threshold
CHI HEALTH IMMANUEL,280081,NE,READM-30-COPD-HRRP,0.9918,19.8278,19.9923,Below Threshold
CHI HEALTH IMMANUEL,280081,NE,READM-30-AMI-HRRP,0.9322,12.6096,13.5274,Below Threshold
CHI HEALTH MIDLANDS,280105,NE,READM-30-PN-HRRP,0.9803,14.7031,14.9986,Below Threshold
CHI HEALTH MIDLANDS,280105,NE,READM-30-HF-HRRP,0.9659,18.3286,18.9754,Below Threshold
COLUMBUS COMMUNITY HOSPITAL,280111,NE,READM-30-PN-HRRP,0.9645,13.1224,13.6049,Below Threshold
COLUMBUS COMMUNITY HOSPITAL,280111,NE,READM-30-HIP-KNEE-HRRP,0.8916,3.7858,4.2461,Below Threshold
COLUMBUS COMMUNITY HOSPITAL,280111,NE,READM-30-HF-HRRP,0.9484,17.3117,18.2527,Below Threshold
COLUMBUS COMMUNITY HOSPITAL,280111,NE,READM-30-COPD-HRRP,0.9968,17.7329,17.79,Below Threshold
FAITH REGIONAL HEALTH SERVICES,280125,NE,READM-30-PN-HRRP,0.9159,14.5049,15.8369,Below Threshold
FAITH REGIONAL HEALTH SERVICES,280125,NE,READM-30-HIP-KNEE-HRRP,0.9464,5.0119,5.2956,Below Threshold
FAITH REGIONAL HEALTH SERVICES,280125,NE,READM-30-HF-HRRP,0.8405,15.6746,18.6483,Below Threshold
FAITH REGIONAL HEALTH SERVICES,280125,NE,READM-30-COPD-HRRP,0.9452,17.0274,18.0147,Below Threshold
FAITH REGIONAL HEALTH SERVICES,280125,NE,READM-30-CABG-HRRP,1.0386,11.2709,10.8522,Above Threshold
FAITH REGIONAL HEALTH SERVICES,280125,NE,READM-30-AMI-HRRP,0.9515,12.1605,12.7804,Below Threshold
LINCOLN SURGICAL HOSPITAL,280127,NE,READM-30-HIP-KNEE-HRRP,0.8677,3.211,3.7006,Below Threshold
CHI HEALTH NEBRASKA HEART,280128,NE,READM-30-HF-HRRP,0.937,17.9095,19.1129,Below Threshold
CHI HEALTH NEBRASKA HEART,280128,NE,READM-30-CABG-HRRP,0.9126,10.1005,11.0673,Below Threshold
CHI HEALTH NEBRASKA HEART,280128,NE,READM-30-AMI-HRRP,1.0454,12.7784,12.2236,Above Threshold
NEBRASKA ORTHOPAEDIC HOSPITAL,280129,NE,READM-30-HIP-KNEE-HRRP,0.8415,2.9136,3.4624,Below Threshold
CHI HEALTH LAKESIDE,280130,NE,READM-30-PN-HRRP,0.9987,17.754,17.7773,Below Threshold
CHI HEALTH LAKESIDE,280130,NE,READM-30-HIP-KNEE-HRRP,1.1709,7.0809,6.0474,Above Threshold
CHI HEALTH LAKESIDE,280130,NE,READM-30-HF-HRRP,0.9498,19.3605,20.3832,Below Threshold
CHI HEALTH LAKESIDE,280130,NE,READM-30-COPD-HRRP,1.0194,19.7924,19.4151,Above Threshold
CHI HEALTH LAKESIDE,280130,NE,READM-30-AMI-HRRP,0.9471,12.4976,13.1959,Below Threshold
MIDWEST SURGICAL HOSPITAL LLC,280131,NE,READM-30-HIP-KNEE-HRRP,0.8075,2.2785,2.8215,Below Threshold
"BELLEVUE MEDICAL CENTER, LLC",280132,NE,READM-30-PN-HRRP,0.9915,15.4024,15.5343,Below Threshold
"BELLEVUE MEDICAL CENTER, LLC",280132,NE,READM-30-HIP-KNEE-HRRP,0.9411,4.2778,4.5457,Below Threshold
"BELLEVUE MEDICAL CENTER, LLC",280132,NE,READM-30-HF-HRRP,1.0394,19.2459,18.5168,Above Threshold
"BELLEVUE MEDICAL CENTER, LLC",280132,NE,READM-30-COPD-HRRP,0.8854,15.4305,17.4269,Below Threshold
"BELLEVUE MEDICAL CENTER, LLC",280132,NE,READM-30-AMI-HRRP,1.1594,15.1088,13.032,Above Threshold
KEARNEY REGIONAL MEDICAL CENTER,280134,NE,READM-30-PN-HRRP,0.9431,15.0364,15.9438,Below Threshold
KEARNEY REGIONAL MEDICAL CENTER,280134,NE,READM-30-HIP-KNEE-HRRP,0.8907,4.9557,5.564,Below Threshold
KEARNEY REGIONAL MEDICAL CENTER,280134,NE,READM-30-HF-HRRP,0.9133,17.0591,18.6792,Below Threshold
KEARNEY REGIONAL MEDICAL CENTER,280134,NE,READM-30-COPD-HRRP,1.0419,16.9418,16.2602,Above Threshold
KEARNEY REGIONAL MEDICAL CENTER,280134,NE,READM-30-CABG-HRRP,0.9299,8.4599,9.0977,Below Threshold
KEARNEY REGIONAL MEDICAL CENTER,280134,NE,READM-30-AMI-HRRP,0.9963,12.1638,12.2088,Below Threshold
GRAND ISLAND REGIONAL MEDICAL CENTER,280139,NE,READM-30-PN-HRRP,1.0177,15.1157,14.8523,Above Threshold
GRAND ISLAND REGIONAL MEDICAL CENTER,280139,NE,READM-30-HIP-KNEE-HRRP,0.9317,2.9375,3.1527,Below Threshold
RENOWN REGIONAL MEDICAL CENTER,290001,NV,READM-30-PN-HRRP,0.9579,15.3589,16.0335,Below Threshold
RENOWN REGIONAL MEDICAL CENTER,290001,NV,READM-30-HF-HRRP,0.9616,19.0006,19.7585,Below Threshold
RENOWN REGIONAL MEDICAL CENTER,290001,NV,READM-30-COPD-HRRP,1.0232,19.6347,19.1895,Above Threshold
RENOWN REGIONAL MEDICAL CENTER,290001,NV,READM-30-CABG-HRRP,0.9886,9.2585,9.3651,Below Threshold
RENOWN REGIONAL MEDICAL CENTER,290001,NV,READM-30-AMI-HRRP,0.9819,12.0296,12.2509,Below Threshold
SUNRISE HOSPITAL AND MEDICAL CENTER,290003,NV,READM-30-PN-HRRP,0.993,18.9789,19.1133,Below Threshold
SUNRISE HOSPITAL AND MEDICAL CENTER,290003,NV,READM-30-HIP-KNEE-HRRP,0.9022,3.5356,3.9191,Below Threshold
SUNRISE HOSPITAL AND MEDICAL CENTER,290003,NV,READM-30-HF-HRRP,1.1093,24.5529,22.1339,Above Threshold
SUNRISE HOSPITAL AND MEDICAL CENTER,290003,NV,READM-30-COPD-HRRP,1.1518,21.8734,18.9908,Above Threshold
SUNRISE HOSPITAL AND MEDICAL CENTER,290003,NV,READM-30-CABG-HRRP,1.0617,15.5893,14.6834,Above Threshold
SUNRISE HOSPITAL AND MEDICAL CENTER,290003,NV,READM-30-AMI-HRRP,1.0484,18.5554,17.6982,Above Threshold
NORTH VISTA HOSPITAL,290005,NV,READM-30-PN-HRRP,0.9861,21.3867,21.6882,Below Threshold
NORTH VISTA HOSPITAL,290005,NV,READM-30-HF-HRRP,1.0402,22.2898,21.4277,Above Threshold
NORTH VISTA HOSPITAL,290005,NV,READM-30-COPD-HRRP,1.0382,22.7018,21.866,Above Threshold
UNIVERSITY MEDICAL CENTER,290007,NV,READM-30-PN-HRRP,0.98,17.0766,17.4244,Below Threshold
UNIVERSITY MEDICAL CENTER,290007,NV,READM-30-HIP-KNEE-HRRP,0.9775,3.7339,3.82,Below Threshold
UNIVERSITY MEDICAL CENTER,290007,NV,READM-30-HF-HRRP,1.0882,22.9268,21.0695,Above Threshold
UNIVERSITY MEDICAL CENTER,290007,NV,READM-30-COPD-HRRP,1.0831,22.582,20.8486,Above Threshold
UNIVERSITY MEDICAL CENTER,290007,NV,READM-30-CABG-HRRP,1.0424,11.5029,11.0347,Above Threshold
UNIVERSITY MEDICAL CENTER,290007,NV,READM-30-AMI-HRRP,1.0427,13.5995,13.042,Above Threshold
NORTHEASTERN NEVADA REGIONAL HOSPITAL,290008,NV,READM-30-PN-HRRP,0.9389,15.5237,16.5345,Below Threshold
NORTHEASTERN NEVADA REGIONAL HOSPITAL,290008,NV,READM-30-HIP-KNEE-HRRP,1.0996,4.2486,3.864,Above Threshold
NORTHEASTERN NEVADA REGIONAL HOSPITAL,290008,NV,READM-30-HF-HRRP,0.9901,18.5541,18.7405,Below Threshold
NORTHEASTERN NEVADA REGIONAL HOSPITAL,290008,NV,READM-30-COPD-HRRP,0.9889,16.9474,17.1369,Below Threshold
NORTHEASTERN NEVADA REGIONAL HOSPITAL,290008,NV,READM-30-AMI-HRRP,0.9811,10.5101,10.7127,Below Threshold
SAINT MARY'S REGIONAL MEDICAL CENTER,290009,NV,READM-30-PN-HRRP,1.0286,17.3473,16.8647,Above Threshold
SAINT MARY'S REGIONAL MEDICAL CENTER,290009,NV,READM-30-HIP-KNEE-HRRP,0.98,3.9821,4.0634,Below Threshold
SAINT MARY'S REGIONAL MEDICAL CENTER,290009,NV,READM-30-HF-HRRP,1.072,21.7884,20.3256,Above Threshold
SAINT MARY'S REGIONAL MEDICAL CENTER,290009,NV,READM-30-COPD-HRRP,0.9917,18.0467,18.198,Below Threshold
SAINT MARY'S REGIONAL MEDICAL CENTER,290009,NV,READM-30-CABG-HRRP,0.9895,10.6121,10.7243,Below Threshold
SAINT MARY'S REGIONAL MEDICAL CENTER,290009,NV,READM-30-AMI-HRRP,0.9432,13.5748,14.3919,Below Threshold
CARSON TAHOE REGIONAL MEDICAL CENTER,290019,NV,READM-30-PN-HRRP,0.9956,15.5312,15.5999,Below Threshold
CARSON TAHOE REGIONAL MEDICAL CENTER,290019,NV,READM-30-HIP-KNEE-HRRP,1.0404,4.5344,4.3582,Above Threshold
CARSON TAHOE REGIONAL MEDICAL CENTER,290019,NV,READM-30-HF-HRRP,0.8056,15.3913,19.1064,Below Threshold
CARSON TAHOE REGIONAL MEDICAL CENTER,290019,NV,READM-30-COPD-HRRP,0.942,14.106,14.9741,Below Threshold
CARSON TAHOE REGIONAL MEDICAL CENTER,290019,NV,READM-30-CABG-HRRP,0.9648,9.4851,9.8313,Below Threshold
CARSON TAHOE REGIONAL MEDICAL CENTER,290019,NV,READM-30-AMI-HRRP,1.0136,11.8335,11.6751,Above Threshold
VALLEY HOSPITAL MEDICAL CENTER,290021,NV,READM-30-PN-HRRP,0.9454,19.2262,20.3357,Below Threshold
VALLEY HOSPITAL MEDICAL CENTER,290021,NV,READM-30-HIP-KNEE-HRRP,1.0286,4.7625,4.6301,Above Threshold
VALLEY HOSPITAL MEDICAL CENTER,290021,NV,READM-30-HF-HRRP,1.0378,23.7027,22.8397,Above Threshold
VALLEY HOSPITAL MEDICAL CENTER,290021,NV,READM-30-COPD-HRRP,0.9968,21.4246,21.4926,Below Threshold
VALLEY HOSPITAL MEDICAL CENTER,290021,NV,READM-30-CABG-HRRP,0.9837,12.8886,13.1023,Below Threshold
VALLEY HOSPITAL MEDICAL CENTER,290021,NV,READM-30-AMI-HRRP,1.0493,18.3468,17.4853,Above Threshold
DESERT SPRINGS HOSPITAL,290022,NV,READM-30-PN-HRRP,1.0256,19.0837,18.6077,Above Threshold
DESERT SPRINGS HOSPITAL,290022,NV,READM-30-HIP-KNEE-HRRP,1.0202,3.8025,3.7273,Above Threshold
DESERT SPRINGS HOSPITAL,290022,NV,READM-30-HF-HRRP,1.1314,24.4081,21.5725,Above Threshold
DESERT SPRINGS HOSPITAL,290022,NV,READM-30-COPD-HRRP,1.0342,19.2792,18.6419,Above Threshold
DESERT SPRINGS HOSPITAL,290022,NV,READM-30-CABG-HRRP,0.9929,13.0208,13.1143,Below Threshold
DESERT SPRINGS HOSPITAL,290022,NV,READM-30-AMI-HRRP,0.9896,14.3895,14.5401,Below Threshold
NORTHERN NEVADA MEDICAL CENTER,290032,NV,READM-30-PN-HRRP,1.0038,15.5186,15.4592,Above Threshold
NORTHERN NEVADA MEDICAL CENTER,290032,NV,READM-30-HIP-KNEE-HRRP,0.9865,4.2076,4.2654,Below Threshold
NORTHERN NEVADA MEDICAL CENTER,290032,NV,READM-30-HF-HRRP,0.9445,17.5141,18.5442,Below Threshold
